1717120408.877813, 238.0
1717120408.878685, 235.0
1717120408.880667, 238.0
1717120408.881672, 236.0
1717120408.883662, 240.0
1717120408.884685, 233.0
1717120408.886666, 235.0
1717120408.8876622, 239.0
1717120408.889652, 239.0
1717120408.8906822, 236.0
1717120408.892664, 238.0
1717120408.8937018, 237.0
1717120408.8956559, 235.0
1717120408.896677, 257.0
1717120408.898686, 254.0
1717120408.899664, 252.0
1717120408.9017, 254.0
1717120408.9026859, 257.0
1717120408.904695, 260.0
1717120408.905708, 257.0
1717120408.907692, 258.0
1717120408.9086988, 255.0
1717120408.910681, 256.0
1717120408.911689, 252.0
1717120408.9136791, 256.0
1717120408.9146922, 256.0
1717120408.916689, 255.0
1717120408.917676, 258.0
1717120408.9197052, 255.0
1717120408.920692, 253.0
1717120408.922698, 256.0
1717120408.923671, 261.0
1717120408.925708, 254.0
1717120408.926692, 261.0
1717120408.92871, 256.0
1717120408.9296482, 255.0
1717120408.931693, 254.0
1717120408.93268, 254.0
1717120408.934699, 254.0
1717120408.935742, 263.0
1717120408.937742, 252.0
1717120408.938699, 259.0
1717120408.940707, 255.0
1717120408.9417012, 255.0
1717120408.9437299, 256.0
1717120408.9446762, 260.0
1717120408.9466722, 242.0
1717120408.9476962, 236.0
1717120408.949692, 233.0
1717120408.950707, 236.0
1717120408.952718, 239.0
1717120408.9537091, 235.0
1717120408.956013, 235.0
1717120408.9567091, 237.0
1717120408.9587042, 239.0
1717120408.959729, 233.0
1717120408.9616861, 236.0
1717120408.962683, 234.0
1717120408.9646778, 238.0
1717120408.965672, 238.0
1717120408.967665, 234.0
1717120408.968678, 236.0
1717120408.9706602, 238.0
1717120408.9717069, 239.0
1717120408.97369, 238.0
1717120408.9746938, 238.0
1717120408.9766972, 237.0
1717120408.977689, 242.0
1717120408.979682, 235.0
1717120408.9806972, 236.0
1717120408.982681, 235.0
1717120408.983705, 234.0
1717120408.985711, 234.0
1717120408.986707, 231.0
1717120408.98869, 239.0
1717120408.989724, 236.0
1717120408.991673, 238.0
1717120408.992716, 234.0
1717120408.994685, 235.0
1717120408.995739, 239.0
1717120408.997675, 255.0
1717120408.998741, 258.0
1717120409.000695, 256.0
1717120409.0017111, 258.0
1717120409.003653, 256.0
1717120409.004663, 256.0
1717120409.007067, 258.0
1717120409.0076869, 259.0
1717120409.009644, 254.0
1717120409.010943, 257.0
1717120409.012867, 256.0
1717120409.0137632, 257.0
1717120409.0160189, 255.0
1717120409.016823, 254.0
1717120409.018684, 257.0
1717120409.019692, 261.0
1717120409.021677, 252.0
1717120409.022679, 257.0
1717120409.02465, 259.0
1717120409.025749, 255.0
1717120409.027672, 255.0
1717120409.028707, 259.0
1717120409.030682, 260.0
